Digest,Title,Date,Type,Jurisdiction or issuer,Source URL on the site,Downloader reason,What is actually there,Form,Is the named document,Direct PDF URL to retry,Corrected source URL,Note
EDPB,Decision 01/2020 on the dispute arisen on the draft decision of the Irish Supervisory Authority regarding Twitter International Company under Article 65(1)(a) GDPR,9-Nov-20,EDPB Binding Decisions,,https://www.edpb.europa.eu/documents/edpb-binding-decisions/decision-012020-on-the-dispute-arisen-on-the-draft-decision-of-the_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_bindingdecision01_2020_en.pdf,,Matches the named decision; PDF linked from the landing page.
EDPB,EDPB Annual Report 2018,16-Jul-19,"Reports, statements, and letters",,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-annual-report-2018_en,404,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_annual_report_2018_-_digital_final_1507_en.pdf,,Page is live despite the packet's 404 hint; report (5.86MB) and executive summary (2.41MB) PDFs both linked.
EDPB,EDPB Annual Report 2019,18-May-20,"Reports, statements, and letters",,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-annual-report-2019_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_annual_report_2019_en.pdf.pdf,,Landing page with direct PDF link (the doubled .pdf.pdf extension is as published); a separate digital summary PDF is also linked.
EDPB,EDPB Annual Report 2020,2-Jun-21,"Reports, statements, and letters",,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-annual-report-2020_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-06/edpb_aar_2020_final_27.05.21.pdf,,Landing page lists the full report PDF (6.86 MB) plus a separate executive-summary PDF.
EDPB,EDPB Document on the procedure for the adoption of the EDPB opinions regarding national criteria for certification and European Data Protection Seals,27-Feb-23,Procedure,,https://www.edpb.europa.eu/documents/procedure/edpb-document-on-the-procedure-for-the-adoption-of-the-edpb-opinions-regarding_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2023-02/edpb_document_procedure_for_the_adoption_edpb_opinions_regarding_national_criteria_for_certification_european_data_protection_seals_en.pdf,,Landing page loaded fully this time with a direct PDF link; matches the title.
EDPB,EDPB contribution to the 6th round of consultations on the draft Second Additional Protocol to the Council of Europe Budapest Convention on Cybercrime,4-May-21,"Reports, statements, and letters",,https://www.edpb.europa.eu/documents/reports-statements-and-letters/edpb-contribution-to-the-6th-round-of-consultations-on-the_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-05/edpb_contribution052021_6throundconsultations_budapestconvention_en.pdf,,Landing page loaded fully this time with a direct PDF link; matches the title.
EDPB,EDPB website auditing tool,29-Jan-24,Support Pool of Experts,,https://www.edpb.europa.eu/documents/support-pool-of-experts/edpb-website-auditing-tool_en,no_pdf_link,ok,html,yes,,,"The named item is a software tool, not a document. Page describes it and links out to code.europa.eu for download; not a PDF."
EDPB,EDPB-EDPS Joint Opinion 03/2021 on the Proposal for a regulation of the European Parliament and of the Council on European data governance (Data Governance Act),11-Mar-21,Legislative opinion,,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-032021-on-the-proposal-for-a-regulation-of_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-03/edpb-edps_joint_opinion_dga_en.pdf,,Landing page correctly links the PDF opinion.
EDPB,"EDPB-EDPS Joint Opinion 04/2021 on the Proposal for a Regulation of the European Parliament and of the Council on a framework for the issuance, verification and acceptance of interoperable certificates on vaccination, testing and recovery",31-Mar-21,Legislative opinion,,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-042021-on-the-proposal-for-a-regulation-of_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-04/edpb_edps_joint_opinion_dgc_en.pdf,,Landing page with direct PDF link.
EDPB,EDPB-EDPS Joint Opinion 04/2022 on the Proposal for a Regulation of the European Parliament and of the Council laying down rules to prevent and combat child sexual abuse,28-Jul-22,Legislative opinion,,https://www.edpb.europa.eu/documents/legislative-opinion/edpb-edps-joint-opinion-042022-on-the-proposal-for-a-regulation-of_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2022-07/edpb_edps_jointopinion_202204_csam_en_0.pdf,,Landing page correctly links the PDF opinion.
EDPB,EU-U.S. Data Privacy Framework F.A.Q. for European businesses - version 2.0,23-Jan-26,Other guidance,,https://www.edpb.europa.eu/documents/other-guidance/eu-us-data-privacy-framework-faq-for-european-businesses-version-20_en,403,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-04/edpb_dpf_faq-for-businesses_v2_en.pdf,,Standard EDPB document landing page with a direct PDF link; no 403 seen.
EDPB,EU-US Data Privacy Framework FAQ for European individuals - version 2.0,23-Jan-26,Other guidance,,https://www.edpb.europa.eu/documents/other-guidance/eu-us-data-privacy-framework-faq-for-european-individuals-version-20_en,403,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-04/edpb_dpf_faq-for-individuals_v2_en.pdf,,Landing page with direct PDF link. Downloader's 403 did not reproduce.
EDPB,EU-US Data Privacy Framework Template Complaint Form for Submitting Complaints to EU DPAs related to the Data Privacy Framework Principles - version 2.0,22-Jan-26,Other guidance,,https://www.edpb.europa.eu/documents/other-guidance/eu-us-data-privacy-framework-template-complaint-form-for-submitting_en,403,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-04/dpf_template-complaint-form_commercial-complaints_v2_en_1.pdf,,Landing page correctly links the PDF template complaint form.
EDPB,Guidelines 05/2020 on consent under Regulation 2016/679,4-May-20,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-052020-on-consent-under-regulation-2016679_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_guidelines_202005_consent_en.pdf,,"Landing page correctly links the PDF guidelines, plus a separate PDF summary."
EDPB,Guidelines 2/2019 on the processing of personal data under Article 6(1)(b) GDPR in the context of the provision of online services to data subjects,16-Oct-19,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-22019-on-the-processing-of-personal-data-under-article-61b-gdpr-in_en,timeout,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_guidelines-art_6-1-b-adopted_after_public_consultation_en.pdf,,Document landing page; guidelines are the linked PDF.
EDPB,Guidelines 3/2019 on processing of personal data through video devices,30-Jan-20,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-32019-on-processing-of-personal-data-through-video-devices_en,timeout,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_guidelines_201903_video_devices_en_0.pdf,,Landing page with a direct PDF link; matches the named document. Timeout in packet did not reproduce.
EDPB,Guidelines 4/2019 on Article 25 Data Protection by Design and by Default,20-Oct-20,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-42019-on-article-25-data-protection-by-design-and-by-default_en,timeout,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_guidelines_201904_dataprotection_by_design_and_by_default_v2.0_en.pdf,,Loads fine despite the downloader's timeout; landing page with a direct PDF link.
EDPB,Guidelines 8/2020 on the targeting of social media users,13-Apr-21,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-82020-on-the-targeting-of-social-media-users_en,timeout,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-04/edpb_guidelines_082020_on_the_targeting_of_social_media_users_en.pdf,,Landing page correctly links the PDF guidelines.
EDPB,Guidelines 9/2022 on personal data breach notification under GDPR,4-Apr-23,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-92022-on-personal-data-breach-notification-under-gdpr_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2023-04/edpb_guidelines_202209_personal_data_breach_notification_v2.0_en.pdf,,"Landing page matches the title; the guidelines are the linked PDF (v2.0, April 2023)."
EDPB,"Guidelines for identifying a controller or processor's lead supervisory authority, WP244 rev.01",25-May-18,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-for-identifying-a-controller-or-processors-lead-supervisory_en,no_pdf_link,ok,viewer,yes,,,"EDPB landing page does not host the text itself; it links out to the old Article 29 Working Party archive item-detail page (ec.europa.eu/newsroom/article29/item-detail.cfm?item_id=611235), a portal page rather than a direct PDF."
EDPB,"Guidelines on Personal data breach notification under Regulation 2016/679, WP250 rev.01",25-May-18,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-on-personal-data-breach-notification-under-regulation-2016679-wp250_en,no_pdf_link,ok,viewer,yes,,,"EDPB landing page hosts no PDF itself; it links out to the legacy Article 29 Working Party page (ec.europa.eu/newsroom/article29/item-detail.cfm?item_id=612052), which was not fetched here and may itself be dead since Commission newsroom migrations."
EDPB,"Guidelines on the right to data portability under Regulation 2016/679, WP242 rev.01",25-May-18,Guideline,,https://www.edpb.europa.eu/documents/guideline/guidelines-on-the-right-to-data-portability-under-regulation-2016679-wp242_en,timeout,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-04/dk_2022-07_decisionpublic_redacted.pdf,,"Surprising: the only PDF link on this WP242 (data portability) landing page points to a file named 'dk_2022-07_decisionpublic_redacted.pdf', an apparently unrelated Danish DPA decision. Confirmed on a second fetch; looks like a mislinked/mislabeled file on EDPB's own site, not a fetcher error."
EDPB,Internal EDPB Document 07/2020 on the Terms of Reference of the EDPB Support Pool of Experts,15-Dec-20,Internal document,,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-072020-on-the-terms-of-reference-of-the-edpb_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2022-07/internal_edpb_document_202007_supportpoolofexpertstor_en.pdf,,Document landing page; document itself is the linked PDF.
EDPB,Internal EDPB Document 2/2020 on how to deal with complaints relating to data protection infringements started before the entry into application of GDPR that continue after 25 May 2018,30-Jun-20,Internal document,,https://www.edpb.europa.eu/documents/internal-document/internal-edpb-document-22020-on-how-to-deal-with-complaints-relating-to_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2022-07/internal_edpb_document_202002_pre-gdpr_and_post-gdpr_cases_en.pdf,,Loaded fine despite the downloader's incomplete_read; landing page carries a direct PDF link.
EDPB,Memorandum of Understanding,25-May-18,Memorandum of Understanding,,https://www.edpb.europa.eu/documents/memorandum-of-understanding/memorandum-of-understanding_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-09/memorandum_of_understanding_signed_en_0.pdf,,Document landing page; the signed MoU (dated 25 May 2018) is the linked PDF.
EDPB,One-Stop-Shop Leaflet,29-Jun-21,Other guidance,,https://www.edpb.europa.eu/documents/other-guidance/one-stop-shop-leaflet_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-06/2020_06_22_one-stop-shop_leaflet_en.pdf,,Landing page with a direct PDF download link (3.43 MB).
EDPB,Opinion 01/2024 on the draft decision of the Dutch Supervisory Authority regarding the Processor Binding Corporate Rules of the Booking.com Group,16-Jan-24,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-012024-on-the-draft-decision-of-the-dutch-supervisory_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2024-01/edpb_opinion_202401_bcr-p_booking_en.pdf,,Standard EDPB landing page with the opinion PDF linked; matches the named document.
EDPB,Opinion 04/2021 on the draft decision of the Belgian Supervisory Authority regarding the Processor Binding Corporate Rules of BDO,22-Jan-21,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-042021-on-the-draft-decision-of-the-belgian_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2022-12/edpb_opinion_202104_bdo_bcr-p_en.pdf,,Landing page with a direct PDF link; matches the named document.
EDPB,Opinion 1/2022 on the draft decision of the Luxembourg Supervisory Authority regarding the GDPR - CARPA certification criteria,8-Feb-22,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-12022-on-the-draft-decision-of-the-luxembourg_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2022-02/opinion_01-2022_gdpr-carpa_certification_criteria_en.pdf,,Landing page with a direct PDF link; matches the named document.
EDPB,Opinion 14/2021 regarding the European Commission Draft Implementing Decision pursuant to Regulation (EU) 2016/679 on the adequate protection of personal data in the United Kingdom,13-Apr-21,Adequacy,,https://www.edpb.europa.eu/documents/adequacy/opinion-142021-regarding-the-european-commission-draft-implementing-decision_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-04/edpb_opinion142021_ukadequacy_gdpr.pdf_en.pdf,,Loaded fine despite the downloader's incomplete_read; landing page carries a direct PDF link (note the unusual '.pdf_en.pdf' double extension in the actual URL).
EDPB,"Opinion 16/2021 on the draft decision of the Belgian Supervisory Authority regarding the ""EU Data Protection Code of Conduct for Cloud Service Providers"" submitted by Scope Europe",19-May-21,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-162021-on-the-draft-decision-of-the-belgian_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-05/edpb_opinion_202116_eucloudcode_en.pdf,,Landing page matches the title; the opinion text is the linked PDF.
EDPB,Opinion 17/2021 on the draft decision of the French Supervisory Authority regarding the European code of conduct submitted by the Cloud Infrastructure Service Providers (CISPE),19-May-21,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-172021-on-the-draft-decision-of-the-french_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2021-05/edpb_opinion_202117_cispecode_en_0.pdf,,EDPB document landing page; the actual opinion is the linked PDF (962.8 KB).
EDPB,Opinion 18/2020 on the draft decision of the competent supervisory authority of the Netherlands regarding the approval of the requirements for accreditation of a code of conduct monitoring body pursuant to article 41 GDPR,23-Jul-20,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-182020-on-the-draft-decision-of-the-competent_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_opinion_202018_on_the_nl_sa_accreditation_requirements_for_monitoring_body_en.pdf,,Landing page with a direct PDF link; matches the title.
EDPB,Opinion 18/2022 on the draft decision of the Baden-Württemberg (Germany) Supervisory Authority regarding the Controller Binding Corporate Rules of the Daimler Truck Group,26-Aug-22,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-182022-on-the-draft-decision-of-the-baden-wurttemberg_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-04/edpb_opinion_202218_bcr-c_daimlertruck_en.pdf,,Landing page with direct PDF link.
EDPB,Opinion 22/2020 on the draft decision of the competent supervisory authority of Greece regarding the approval of the requirements for accreditation of a certification body pursuant to Article 43.3 (GDPR),15-Aug-20,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-222020-on-the-draft-decision-of-the-competent_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_opinion_202022_on_the_el_sa_accreditation_requirements_for_certification_body_en.pdf,,Landing page matches the title; the opinion text is the linked PDF.
EDPB,Opinion 28/2024 on certain data protection aspects related to the processing of personal data in the context of AI models,18-Dec-24,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-282024-on-certain-data-protection-aspects-related-to_en,404,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2024-12/edpb_opinion_202428_ai-models_en.pdf,,Loads fine despite the downloader's 404; landing page with a direct PDF link.
EDPB,Opinion 32/2020 on the draft decision of the Dutch Supervisory Authority regarding the Controller Binding Corporate Rules of Equinix,15-Dec-20,Opinion of the Board (Art. 64),,https://www.edpb.europa.eu/documents/opinion-of-the-board-art-64/opinion-322020-on-the-draft-decision-of-the-dutch-supervisory_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_opinion_202032_bcr-c_equinix_en.pdf,,Landing page with direct PDF link (743 KB).
EDPB,Position Paper on the derogations from the obligation to maintain records of processing activities pursuant to Article 30(5) GDPR,19-Apr-18,Other guidance,,https://www.edpb.europa.eu/documents/other-guidance/position-paper-on-the-derogations-from-the-obligation-to-maintain-records_en,no_pdf_link,ok,viewer,yes,,,"Correct landing page, but full text is hosted externally via the old Article 29 Working Party newsroom item-detail portal (ec.europa.eu/newsroom/article29/item-detail.cfm?item_id=624045), not a direct file link."
EDPB,Recommendations 01/2021 on the adequacy referential under the Law Enforcement Directive,2-Feb-21,Recommendation,,https://www.edpb.europa.eu/documents/recommendation/recommendations-012021-on-the-adequacy-referential-under-the-law_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/recommendations012021onart.36led.pdf_en.pdf,,Landing page with a direct PDF link.
EDPB,Recommendations 02/2020 on the European Essential Guarantees for surveillance measures,10-Nov-20,Recommendation,,https://www.edpb.europa.eu/documents/recommendation/recommendations-022020-on-the-european-essential-guarantees-for_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_recommendations_202002_europeanessentialguaranteessurveillance_en.pdf,,"Landing page with a direct PDF download link, published 10 November 2020."
EDPB,Report on the extraterritorial enforcement of the GDPR,17-Apr-24,Support Pool of Experts,,https://www.edpb.europa.eu/documents/support-pool-of-experts/report-on-the-extraterritorial-enforcement-of-the-gdpr_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2024-10/edpb_20240417_report_extraterritorial_enforcement_gdpr_en.pdf,,"Landing page with a direct PDF download link, published 17 April 2024."
EDPB,Report on the use of SPE external experts,27-Jun-24,Support Pool of Experts,,https://www.edpb.europa.eu/documents/support-pool-of-experts/report-on-the-use-of-spe-external-experts_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/2024-06/edpb_1st_report-support-pool-experts-programme_en.pdf,,Standard EDPB document landing page; the report itself is the linked PDF.
EDPB,Right to data portability,25-May-18,Guideline,,https://www.edpb.europa.eu/documents/guideline/right-to-data-portability_en,no_pdf_link,ok,unknown,no,,,"Live metadata page only; the guideline itself is not here or as a hosted PDF, just an external link to an old ec.europa.eu/newsroom/article29 item page (2018 vintage, likely stale after EC site migrations, not checked)."
EDPB,Rules of Procedure - version 1,25-May-18,Rules of procedure,,https://www.edpb.europa.eu/documents/rules-of-procedure/rules-of-procedure-version-1_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/documents/files/file1/edpb_rop_adopted_en_0.pdf,,"Live, PDF still linked, but the page flags itself as superseded by version 2."
EDPB,"Rules of Procedure for the ""Informal Panel of EU DPAs"" according to the EU-U.S. Data Privacy Framework - version 2.0",23-Jan-26,Procedure,,https://www.edpb.europa.eu/documents/procedure/rules-of-procedure-for-the-informal-panel-of-eu-dpas-according-to-the-eu-us-0_en,403,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-04/dpf_rules-of-procedure_informal-panel-dpas_v2_en.pdf,,Loaded fine despite the downloader's 403; page now shows an updated v2.0 PDF (dated 2026-04) under the same URL.
EDPB,Study on the Big Data applications in the European insurance sector,1-Oct-20,Legal study by external providers,,https://www.edpb.europa.eu/documents/legal-study-by-external-suppliers/study-on-the-big-data-applications-in-the-european_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-07/big-data-in-the-insurance-sector_en.pdf,,EDPB document landing page; the actual study is the linked PDF.
EDPB,Study on the interplay between the AMLD and the GDPR framework,1-Aug-21,Legal study by external providers,,https://www.edpb.europa.eu/documents/legal-study-by-external-suppliers/study-on-the-interplay-between-the-amld-and-the-gdpr_en,incomplete_read,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2026-07/aml-framework_en.pdf,,"Document landing page; study is the linked PDF ('AML Framework', 10.82 MB)."
EDPB,Transparency,25-May-18,Guideline,,https://www.edpb.europa.eu/documents/guideline/transparency_en,timeout,ok,html_with_pdf,yes,https://www.edpb.europa.eu/system/files/2023-09/wp260rev01_en.pdf,,"Landing page for the WP29/EDPB Guidelines on transparency (WP260 rev.01), with direct PDF link and multiple language versions."
