etid,company,country,year,date,fine_eur,sector,articles,tier,violation_type,authority,turnover_eur,turnover_year,turnover_basis,turnover_source,turnover_origin,is_financial,confidence,index,url,source_url,row_source,articles_raw,eprivacy
ETid-726,Unknown,Luxembourg,2021,2021-05-31,18000,Not assigned,Art. 38|Art. 39,2%,Insufficient involvement of data protection officer,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-726,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-18FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 38 (1), (2) GDPR, Art. 39 (1) a) GDPR",
ETid-742,Unknown,Luxembourg,2021,2021-04-08,2800,Not assigned,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-742,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-11FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 5 (1) e) GDPR, Art. 13 GDPR",
ETid-748,Unknown,Luxembourg,2021,2021-06-11,7200,Employment,Art. 5|Art. 13|Art. 32,4%,Non-compliance with general data processing principles,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-748,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-22FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c), e) GDPR, Art. 13 GDPR, Art. 32 (1) GDPR",
ETid-749,Unknown,Luxembourg,2021,2021-06-11,7600,Employment,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-749,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-21FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-753,Unknown,Luxembourg,2021,2021-06-11,15000,Not assigned,Art. 38|Art. 39,2%,Insufficient involvement of data protection officer,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-753,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-20FR-2021-sous-forme-anonymisee-.pdf,powerbi-export-2026-09-20,"Art. 38 (1), (3) GDPR, Art. 39 (1) a), b) GDPR",
ETid-760,Unknown,Luxembourg,2021,2021-06-29,12500,Not assigned,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-760,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-24FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-894,Unknown,Luxembourg,2021,2021-10-06,5300,Industry and Commerce,Art. 5|Art. 13,4%,Non-compliance with general data processing principles,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-894,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-35FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 5 (1) c) GDPR, Art. 13 GDPR",
ETid-895,Unknown,Luxembourg,2021,2021-10-13,13200,Not assigned,Art. 38|Art. 39,2%,Insufficient involvement of data protection officer,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-895,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-36FR-2021-sous-forme-anomyisee.pdf,powerbi-export-2026-09-20,"Art. 38 (1) GDPR, Art. 39 (1) b) GDPR",
ETid-896,Unknown,Luxembourg,2021,2021-10-13,18000,Not assigned,Art. 37|Art. 38|Art. 39,2%,Insufficient involvement of data protection officer,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-896,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-38FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 37 (7) GDPR, Art. 38 (1), (2) GDPR, Art. 39 (1) b) GDPR",
ETid-920,Unknown,Luxembourg,2021,2021-10-27,15400,Not assigned,Art. 38|Art. 39,2%,Insufficient involvement of data protection officer,National Commission for Data Protection (CNPD),,,,,,,,,https://www.enforcementtracker.com/ETid-920,https://cnpd.public.lu/content/dam/cnpd/fr/decisions-fr/2021/Decision-40FR-2021-sous-forme-anonymisee.pdf,powerbi-export-2026-09-20,"Art. 38 (1), (3) GDPR, Art. 39 (1) a), b) GDPR",
ETid-608,Ålesund Municipality,Norway,2021,2021-03-15,4900,Public Sector and Education,Art. 32|Art. 24|Art. 35,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-608,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/gebyr-til-alesund-kommune-for-bruk-av-strava/,powerbi-export-2026-09-20,"Art. 32 (1) b) GDPR, Art. 24 (1) GDPR, Art. 35 GDPR",
ETid-530,Aquateknikk AS,Norway,2021,2021-01-19,9700,Industry and Commerce,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-530,https://www.datatilsynet.no/contentassets/c5f433a97050467497810b9e891d5b83/vedtak-om-palegg-og-overtredelsesgebyr---aquateknikk-as.pdf,powerbi-export-2026-09-20,"Art. 5 GPDR, Art. 6 GDPR",
ETid-1234,Arbeidstilsynet,Norway,2022,2022-05-16,14500,Public Sector and Education,Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1234,https://www.datatilsynet.no/contentassets/ac275106cc11481eaaf0dbd0d011a347/~-13262-20_02875-10-1-hoveddokument-308867_1_2.pdf,powerbi-export-2026-09-20,Art. 6 (1) e) GDPR,
ETid-1697,Argon Medical Devices,Norway,2023,2023-03-08,220000,Employment,Art. 33,2%,Insufficient fulfilment of data breach notification obligations,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1697,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2023/overtredelsesgebyr-til-argon-medical-devices/,powerbi-export-2026-09-20,Art. 33 (1) GDPR,
ETid-627,Asker Municipality,Norway,2021,2021-03-15,100000,Public Sector and Education,Art. 5|Art. 6|Art. 32|Art. 24,4%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-627,https://www.datatilsynet.no/contentassets/65e913da425949d985baf76849a5929b/vedtak-om-overtredelsesgebyr---asker-kommune.pdf,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 (1) b) GDPR, Art. 24 GDPR",
ETid-643,Basaren Drift AS,Norway,2021,2021-03-21,19900,Accomodation and Hospitality,Art. 5|Art. 6|Art. 13,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-643,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/gebyr-til-basaren-drift-as/,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR",
ETid-292,Bergen Municipality,Norway,2020,2020-09-03,276000,Public Sector and Education,Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-292,https://www.datatilsynet.no/contentassets/fd5c454b4eae4924af94943ba68002bf/20_02181-3-vedtak-om-overtredelsesgebyr---bergen-kommune.pdf,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 GDPR",
ETid-723,BRAbank ASA,Norway,2021,2021-05-28,39700,"Finance, Insurance and Consulting",Art. 24|Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-723,https://www.datatilsynet.no/contentassets/28e9c4b1562743debffbc9ab253f3db2/vedtak-om-overtredelsesgebyr---brabankasa.pdf,powerbi-export-2026-09-20,"Art. 24 GDPR, Art. 32 (1), (2) GDPR",
ETid-1181,Company,Norway,2022,2022-03-15,9700,Employment,Art. 6|Art. 13|Art. 21,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1181,https://www.datatilsynet.no/contentassets/08439c79981a499f86fd9faebac1855d/20-02368-8-sladdet-versjon.pdf,powerbi-export-2026-09-20,"Art. 6 (1) GDPR, Art. 13 GDPR, Art. 21 GDPR",
ETid-525,Coop Finnmark SA,Norway,2021,2021-01-14,38600,Industry and Commerce,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-525,https://www.datatilsynet.no/contentassets/5cd2e76bd5d2481f9578ffe721b7e24d/vedtak-om-overtredelsesgebyr-til-coop-finnmark-sa.pdf,powerbi-export-2026-09-20,"Art. 5 (1) a) GDPR, Art. 6 GDPR",
ETid-540,Cyberbook AS,Norway,2021,2021-02-03,19300,Employment,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-540,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2021/cyberbook-as-far-gebyr/,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-611,Dragefossen AS,Norway,2021,2021-03-08,14900,Transportation and Energy,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-611,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/dragefossen-as-far-gebyr/,powerbi-export-2026-09-20,"Art. 5 (1) a) GPDR, Art. 6 (1) GDPR",
ETid-2445,Eidskog municipality,Norway,2024,2024-09-06,20900,Public Sector and Education,Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2445,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2024/overtredelsesgebyr-til-eidskog-kommune/,powerbi-export-2026-09-20,Art. 6 GDPR,
ETid-974,Elektro & Automasjon Systemer AS,Norway,2021,2021-12-13,20000,Industry and Commerce,Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-974,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2022/gebyr-til-elektro--automasjon-systemer-as/,powerbi-export-2026-09-20,Art. 6 (1) f) GDPR,
ETid-3193,Elkjøp AS,Norway,2026,2026-06-01,1820000,Industry and Commerce,Art. 5|Art. 6|Art. 12,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-3193,https://www.datatilsynet.no/contentassets/c8d0551d2a64403285e006f76170b8b6/elkjop---vedtak-om-overtredelsesgebyr---kundeklubb-og-de-registrertes-rettigheter.pdf,powerbi-export-2026-09-20,"Art. 5 (1) a), (2) GDPR, Art. 6 (1), (4) GDPR, Art. 12 (3) GDPR",
ETid-1070,Etterforsker1 Gruppen AS,Norway,2022,2022-02-01,5000,"Finance, Insurance and Consulting",Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1070,https://www.datatilsynet.no/contentassets/81543616aa3049f8be77b0b3ab66d353/vedtak-om-palegg-og-overtredelsesgebyr---etterforsker1.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-851,Ferde AS,Norway,2021,2021-09-27,496000,Public Sector and Education,Art. 5|Art. 28|Art. 32|Art. 44,4%,Non-compliance with general data processing principles,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-851,https://www.datatilsynet.no/contentassets/7121f4f2de614186bc535823c9da7102/20_01727-3vedtak-om-overtredelsesgebyr---ferde-as.pdf,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 28 (3) GDPR, Art. 32 (2) GDPR, Art. 44 GDPR",
ETid-950,Grindr LLC,Norway,2021,2021-12-13,6300000,"Media, Telecoms and Broadcasting",Art. 6|Art. 9,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),92000000.0,,legacy,,carried-by-etid,,legacy,0.06847826086956521,https://www.enforcementtracker.com/ETid-950,https://www.datatilsynet.no/contentassets/8ad827efefcb489ab1c7ba129609edb5/administrative-fine---grindr-llc.pdf,powerbi-export-2026-09-20,"Art. 6 (1) GDPR, Art. 9 (1) GDPR",
ETid-2482,Grue municipality,Norway,2024,2024-10-21,20800,Public Sector and Education,Art. 24|Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2482,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2024/overtredelsesgebyr-til-grue-kommune/,powerbi-export-2026-09-20,"Art. 24 GDPR, Art. 32 (1) b) GDPR",
ETid-515,Gveik AS,Norway,2021,2021-01-07,7250,"Finance, Insurance and Consulting",Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-515,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/gveik-as-far-gebyr/,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-858,Høylandet Municipality,Norway,2021,2021-09-20,40200,Public Sector and Education,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-858,https://www.datatilsynet.no/contentassets/d01675e54b9447298952002ff1c208fb/vedtak-om-overtredelsesgebyr---hoylandet-kommune.pdf,powerbi-export-2026-09-20,"Art. 32 (1) b), (2) GDPR",
ETid-507,Innovasjon Norge,Norway,2021,2021-01-04,95500,"Finance, Insurance and Consulting",Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-507,https://www.datatilsynet.no/contentassets/004f43fe684445c29e4fc8393a9a714d/varsel-om-overtredelsesgebyr---innovasjon-norge.pdf,powerbi-export-2026-09-20,"Art. 5 (1) GDPR, Art. 6 (1) GDPR",
ETid-700,Innovasjon Norge,Norway,2021,2021-05-18,95500,"Finance, Insurance and Consulting",Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-700,https://www.datatilsynet.no/contentassets/ecc60fae5be740da81468d4eb23c43a3/vedtak-om-overtredelsesgebyr-til-innovasjon-norge.pdf,powerbi-export-2026-09-20,"Art. 5 (1) GDPR, Art. 6 (1) GDPR",
ETid-2658,Kristiansand municipality,Norway,2025,2025-06-10,22000,Public Sector and Education,Art. 6|Art. 12|Art. 13,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2658,https://www.datatilsynet.no/contentassets/d503c1527a66493eb00be998240e0a09/vedtak-om-overtredelsesgebyr---tilsyn-med-sporingsverktoy---alarmtelefonen-116111.no.pdf,powerbi-export-2026-09-20,"Art. 6 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR",
ETid-1321,Krokatjønnvegen 15 AS,Norway,2022,2022-08-02,30200,Real Estate,Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1321,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2022/gebyr-til-krokatjonnvegen-15-as/,powerbi-export-2026-09-20,Art. 6 GDPR,
ETid-1149,Lillestrøm Municipality,Norway,2022,2022-02-02,30000,Public Sector and Education,Art. 5|Art. 6|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1149,https://www.datatilsynet.no/contentassets/425ef2f0fb5e4af3ac8e0cd97da648b8/vedtak-om-overtredelsesgebyr---melding-om-avvik---lillestrom-kommune-sentraladministrasjonen.pdf,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 (1) b) GDPR",
ETid-514,Lindstrand Trading AS,Norway,2021,2021-01-06,9700,"Finance, Insurance and Consulting",Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-514,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/lindstrand-trading-as-far-overtredelsesgebyr/,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-628,Miljø- og Kvalitetsledelse AS,Norway,2021,2021-04-09,3400,Industry and Commerce,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-628,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/miljo--og-kvalitetsledelse-as-far-gebyr/,powerbi-export-2026-09-20,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",
ETid-738,Moss municipality,Norway,2021,2021-06-04,49200,Health Care,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-738,https://www.datatilsynet.no/contentassets/e7e029cdedec4c4e8907aef6bb08590c/20_02165-9-vedtak-om-overtredelsesgebyr--moss-kommune-236334_9_1.pdf,powerbi-export-2026-09-20,"Art. 32 (1) b), d) GDPR",
ETid-474,Municipality of Indre Østfold,Norway,2020,2020-12-03,18840,Public Sector and Education,Art. 6|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-474,https://www.datatilsynet.no/contentassets/1679986c04f54694b734ab883eebfde1/endelig-vedtak-til-indre-ostfold-kommune.pdf,powerbi-export-2026-09-20,"Art. 6 GDPR, Art. 32 (1) b) GDPR",
ETid-688,Municipality of Oslo,Norway,2021,2021-05-20,39000,Public Sector and Education,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-688,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2021/overtredelsesgebyr-til-oslo-kommune/,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-333,Municipality of Rælingen,Norway,2020,2020-07-10,46660,Public Sector and Education,Art. 32|Art. 35,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-333,https://www.datatilsynet.no/contentassets/9d5792264c884f3a903d3981c38812ac/~-20_02191-1-vedtak-om-overtredelsesgebyr---ralingen-kommune-202444_10_1.pdf,powerbi-export-2026-09-20,"Art. 32 GDPR, Art. 35 GDPR",
ETid-2136,Norwegian Labor and Welfare Administration,Norway,2023,2023-11-27,1700000,Public Sector and Education,Art. 5|Art. 24|Art. 25|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2136,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2023/varsel-om-gebyr-og-palegg-til-nav/,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1) GDPR, Art. 32 (1) d) GDPR, Art. 32 (2) GDPR",
ETid-1259,Norwegian Parliament,Norway,2022,2022-03-04,195000,Public Sector and Education,Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1259,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2022/overtredelsesgebyr-til-stortinget/,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 (1) b), d) GDPR",
ETid-948,Norwegian State Pension Fund (SPK),Norway,2021,2021-11-24,98000,Public Sector and Education,Art. 5|Art. 6|Art. 9,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-948,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/vedtak-om-overtredelsesgebyr-til-statens-pensjonskasse/,powerbi-export-2026-09-20,"Art. 5 (1) c), e) GDPR, Art. 6 (1) GDPR, Art. 9 (2) GDPR",
ETid-416,Odin Flissenter AS,Norway,2020,2020-09-25,13900,Industry and Commerce,Art. 5|Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-416,https://www.datatilsynet.no/contentassets/44c6c9df0ee64fdc9f704f8ca930d4ce/vedtak-om-otg-odin-flissenter.pdf,powerbi-export-2026-09-20,"Art. 5 GDPR, Art. 6 GDPR",
ETid-75,Oslo Municipal Education Department,Norway,2019,2019-04-29,120000,Public Sector and Education,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-75,https://www.datatilsynet.no/contentassets/f7246f38ff394d32bef6895bc65a4b4f/varsel-om-gebyr---oslo-kommune.pdf,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-321,Østfold HF Hospital,Norway,2020,2020-06-22,112000,Health Care,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-321,https://www.datatilsynet.no/contentassets/a42cee6c37084047ac14489dcc318c75/varsel-om-palegg-og-overtredelsesgebyr-200653_13_1.pdf,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-878,Østre Toten municipality,Norway,2021,2021-10-18,412000,Public Sector and Education,Art. 5|Art. 32,4%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-878,https://www.datatilsynet.no/contentassets/4609027cf9504e9aa12c3f05b45bdcf7/varsel-om-vedtak-om-overtredelsesgebyr-og-palegg.pdf,powerbi-export-2026-09-20,"Art. 5 (1) f) GDPR, Art. 32 GDPR",
ETid-1380,Recover AS,Norway,2022,2022-08-25,20000,Industry and Commerce,Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-1380,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2022/recover-as-far-overtredelsesgebyr/,powerbi-export-2026-09-20,Art. 6 (1) e) GDPR,
ETid-1656,Sats ASA,Norway,2023,2023-02-06,900000,Industry and Commerce,Art. 5|Art. 6|Art. 12|Art. 13|Art. 15|Art. 17,4%,Insufficient fulfilment of data subjects rights,Norwegian Supervisory Authority (Datatilsynet),414200000,2023,standalone,stockanalysis,carried-by-etid,0,medium,0.0021728633510381457,https://www.enforcementtracker.com/ETid-1656,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2023/overtredelsesgebyr-til-sats/,powerbi-export-2026-09-20,"Art. 5 (1) a), e) GDPR, Art. 6 (1) GDPR, Art. 12 (1), (3) GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 17 GDPR",
ETid-859,ST. OLAVS HOSPITAL HF,Norway,2021,2021-09-20,75600,Health Care,Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-859,https://www.datatilsynet.no/contentassets/447e5ad0c7f346fc9cc1c0d62d023bba/vedtak-om-overtredelsesgebyr--st.-olavs-hospital-hf.pdf,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-960,T. Stene Transport AS,Norway,2021,2021-12-17,3900,Transportation and Energy,,,Unknown,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-960,https://www.datatilsynet.no/regelverk-og-verktoy/lover-og-regler/avgjorelser-fra-datatilsynet/2021/gebyr-og-palegg-om-a-etablere-rutiner-etter-urettmessig-kredittvurdering/,powerbi-export-2026-09-20,Unknown,
ETid-2573,Telenor ASA.,Norway,2025,2025-03-10,338000,"Media, Telecoms and Broadcasting",Art. 24|Art. 37|Art. 38,2%,Non-compliance with general data processing principles,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2573,https://www.datatilsynet.no/en/news/aktuelle-nyheter-2025/sanctions-imposed-on-telenor-asa-for-lack-in-the-organisation-of-the-data-protection-officer-and-lack-of-internal-control/,powerbi-export-2026-09-20,"Art. 24 (1), (2) GDPR, Art. 37 (7) GDPR, Art. 38 (2), (3) GDPR",
ETid-294,Telenor Norge AS,Norway,2020,2020-05-03,134000,"Media, Telecoms and Broadcasting",Art. 32,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),2287800000.0,,legacy,,carried-by-etid,,legacy,5.857155345747006e-05,https://www.enforcementtracker.com/ETid-294,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2020/varsel-om-irettesettelse-mot-telenor-norge-as/,powerbi-export-2026-09-20,Art. 32 GDPR,
ETid-3000,Timegrip AS,Norway,2026,2026-01-16,21650,Employment,Art. 15,4%,Insufficient fulfilment of data subjects rights,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-3000,https://www.datatilsynet.no/contentassets/fd51778709a14285a13d4cca9fc481f6/20206-01-16-vedtak---timegrip-offentlig-versjon.pdf,powerbi-export-2026-09-20,"Art. 15 (1), (3) GDPR",
ETid-863,Ultra-Technology AS,Norway,2021,2021-09-21,12500,"Finance, Insurance and Consulting",Art. 6,4%,Insufficient legal basis for data processing,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-863,https://www.datatilsynet.no/contentassets/53bc6882df7e426299e6d551428fc811/vedtak-om-overtredelsesgebyr--ultra-technology-as.pdf,powerbi-export-2026-09-20,Art. 6 (1) GDPR,
ETid-2458,University of Agder,Norway,2024,2024-09-04,12700,Public Sector and Education,Art. 32|Art. 24,2%,Insufficient technical and organisational measures to ensure information security,Norwegian Supervisory Authority (Datatilsynet),,,,,,,,,https://www.enforcementtracker.com/ETid-2458,https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2024/overtredelsesgebyr-til-universitetet-i-agder/,powerbi-export-2026-09-20,"Art. 32 GDPR, Art. 24 GDPR",
