Group,Group link,Jurisdiction,Date,Type,Status,Title,Topics,Source basis,Document URL,Digest entry link
Rest of world,https://simeonatanasov.com/cookie-digest.html#ck-rest-of-world,Philippines,15 August 2012,legislation,in force,Philippines Data Privacy Act of 2012 (Republic Act 10173) and NPC guidelines on consent,"consent, dark-patterns",primary,https://privacy.gov.ph/data-privacy-act/,https://simeonatanasov.com/cookie-digest.html#ck-d228
Rest of world,https://simeonatanasov.com/cookie-digest.html#ck-rest-of-world,Canada,6 December 2011,regulator guidance,in force,OPC Guidelines on privacy and online behavioural advertising,"consent, children, other",primary,https://www.priv.gc.ca/en/privacy-topics/technology/online-privacy-tracking-cookies/tracking-and-ads/gl_ba_1112/,https://simeonatanasov.com/cookie-digest.html#ck-d229
Rest of world,https://simeonatanasov.com/cookie-digest.html#ck-rest-of-world,Argentina,4 October 2000,legislation,in force,"Argentina Personal Data Protection Law 25.326, Articles 5, 6 and 27","consent, opt-out-signals",primary,https://servicios.infoleg.gob.ar/infolegInternet/anexos/60000-64999/64790/norma.htm,https://simeonatanasov.com/cookie-digest.html#ck-d230
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,California,1 January 2027,legislation,applies from a future date,"California AB 566, the Opt Me Out Act (browser opt-out preference signal)","opt-out-signals, browser-signals",secondary,https://www.hunton.com/privacy-and-cybersecurity-law-blog/california-enacts-first-in-nation-law-requiring-web-browser-opt-out-preference-signal,https://simeonatanasov.com/cookie-digest.html#ck-d231
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,17 September 2026,standard,proposed,"W3C Global Privacy Control (GPC) specification, Working Draft","opt-out-signals, browser-signals",primary,https://www.w3.org/TR/gpc/,https://simeonatanasov.com/cookie-digest.html#ck-d232
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,United States (federal),4 June 2026,standard,in force,"IAB Multi-State Privacy Agreement (MSPA), Fifth Amended and Restated","sale-sharing, opt-out-signals",primary,https://www.iabprivacy.com/,https://simeonatanasov.com/cookie-digest.html#ck-d233
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,29 May 2026,standard,in force,IAB Europe TCF Policies (current version 2026-05-29.5.0.b),"tcf, consent",primary,https://iabeurope.eu/iab-europe-transparency-consent-framework-policies/,https://simeonatanasov.com/cookie-digest.html#ck-d234
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Belgium,7 January 2026,court decision,decided,Brussels Market Court judgment of 7 January 2026 annulling the TCF action plan validation,"tcf, enforcement",primary,https://iabeurope.eu/wp-content/uploads/20260108-FAQ_-APD-DECISION-ON-IAB-EUROPE-AND-TCF-Updated-January-2026.pdf,https://simeonatanasov.com/cookie-digest.html#ck-d235
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,EU,8 December 2025,enforcement,in force,European Commission acceptance of Meta's DMA commitments on personalised advertising choice,"consent-or-pay, pixels-wiretap, enforcement",primary,https://digital-markets-act.ec.europa.eu/meta-commits-give-eu-users-choice-personalised-ads-under-digital-markets-act-2025-12-08_en,https://simeonatanasov.com/cookie-digest.html#ck-d236
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,17 October 2025,standard,in force,Google Privacy Sandbox: update on plans for Privacy Sandbox technologies (API retirement),"browser-signals, other",primary,https://privacysandbox.google.com/blog/update-on-plans-for-privacy-sandbox-technologies,https://simeonatanasov.com/cookie-digest.html#ck-d237
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Germany,17 October 2025,regulator guidance,in force,BfDI recognition of consent management services under section 26 TDDDG,"consent, browser-signals",primary,https://www.bfdi.bund.de/DE/Fachthemen/Inhalte/Telefon-Internet/Einwilligungsverwaltung/Einwilligungsverwaltung.html,https://simeonatanasov.com/cookie-digest.html#ck-d238
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,19 June 2025,standard,in force,IAB Europe TCF v2.3 and the mandatory disclosed vendors segment,"tcf, consent",primary,https://iabeurope.eu/all-you-need-to-know-about-the-transition-to-tcf-v2-3/,https://simeonatanasov.com/cookie-digest.html#ck-d239
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,5 May 2025,standard,in force,Microsoft Advertising consent mode requirement for UET,"consent-mode, pixels-wiretap",primary,https://about.ads.microsoft.com/en/blog/post/march-2025/providing-user-consent-signals-on-your-microsoft-campaigns-by-may-5-2025,https://simeonatanasov.com/cookie-digest.html#ck-d240
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,22 April 2025,standard,in force,Google Privacy Sandbox: next steps for Privacy Sandbox and tracking protections in Chrome,"browser-signals, other",primary,https://privacysandbox.google.com/blog/privacy-sandbox-next-steps,https://simeonatanasov.com/cookie-digest.html#ck-d241
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,15 January 2025,standard,in force,Global Privacy Control reference site and adoption record (globalprivacycontrol.org),"opt-out-signals, browser-signals",secondary,https://globalprivacycontrol.org/faq,https://simeonatanasov.com/cookie-digest.html#ck-d242
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Connecticut,30 December 2024,regulator guidance,in force,Connecticut Attorney General advisory on opt-out preference signals,"opt-out-signals, browser-signals, enforcement",primary,https://portal.ct.gov/ag/press-releases/2024-press-releases/tong-advises-connecticut-consumers-and-businesses-of-opt-out-rights-and-requirements,https://simeonatanasov.com/cookie-digest.html#ck-d243
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,31 July 2024,standard,in force,Google EU user consent policy,"consent, consent-mode",primary,https://www.google.com/about/company/user-consent-policy/,https://simeonatanasov.com/cookie-digest.html#ck-d244
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,22 July 2024,standard,superseded,Google Privacy Sandbox: a new path for Privacy Sandbox on the web (third-party cookie reversal),"browser-signals, other",primary,https://privacysandbox.google.com/blog/privacy-sandbox-update,https://simeonatanasov.com/cookie-digest.html#ck-d245
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,1 March 2024,standard,in force,Google consent mode v2 requirement for EEA traffic,"consent-mode, consent",primary,https://support.google.com/analytics/answer/14275483?hl=en,https://simeonatanasov.com/cookie-digest.html#ck-d246
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,EU,29 January 2024,regulator guidance,in force,EDPB Website Auditing Tool,"enforcement, consent",primary,https://www.edpb.europa.eu/documents/support-pool-of-experts/edpb-website-auditing-tool_en,https://simeonatanasov.com/cookie-digest.html#ck-d247
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,16 January 2024,standard,in force,"Google certified CMP requirement for ads in the EEA, UK and Switzerland","tcf, consent",primary,https://support.google.com/admanager/answer/13554116?hl=en,https://simeonatanasov.com/cookie-digest.html#ck-d248
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,31 August 2023,standard,superseded,IAB CCPA Compliance Framework US Privacy String (deprecated),"opt-out-signals, sale-sharing",primary,https://iabtechlab.com/us-privacy-signal-deprecation-deadline-extended-to-january-31-2024/,https://simeonatanasov.com/cookie-digest.html#ck-d249
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,16 May 2023,standard,superseded,IAB Europe Transparency and Consent Framework v2.2,"tcf, consent",primary,https://iabeurope.eu/tcf-2-2-launches-all-you-need-to-know/,https://simeonatanasov.com/cookie-digest.html#ck-d250
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,16 May 2023,standard,in force,IAB Tech Lab TCF v2 technical specifications and implementation guidelines,"tcf, consent",primary,https://github.com/InteractiveAdvertisingBureau/GDPR-Transparency-and-Consent-Framework/blob/master/TCFv2/TCF-Implementation-Guidelines.md,https://simeonatanasov.com/cookie-digest.html#ck-d251
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,15 May 2023,standard,in force,IAB Europe TCF compliance programmes and CMP validation,"tcf, enforcement",primary,https://iabeurope.eu/tcf-compliance-programmes/,https://simeonatanasov.com/cookie-digest.html#ck-d252
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,28 September 2022,standard,in force,IAB Tech Lab Global Privacy Platform (GPP) and the US National section,"opt-out-signals, sale-sharing",primary,https://iabtechlab.com/gpp/,https://simeonatanasov.com/cookie-digest.html#ck-d253
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,14 June 2022,standard,in force,Mozilla Firefox Total Cookie Protection by default and Global Privacy Control setting,"browser-signals, opt-out-signals",primary,https://blog.mozilla.org/en/mozilla/firefox-rolls-out-total-cookie-protection-by-default-to-all-users-worldwide/,https://simeonatanasov.com/cookie-digest.html#ck-d254
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,26 April 2021,standard,in force,Apple App Tracking Transparency requirement (iOS 14.5),"consent, browser-signals",primary,https://developer.apple.com/app-store/user-privacy-and-data-use/,https://simeonatanasov.com/cookie-digest.html#ck-d255
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,7 October 2020,standard,in force,Brave Shields default blocking and Global Privacy Control on by default,"browser-signals, opt-out-signals",primary,https://brave.com/web-standards-at-brave/4-global-privacy-control/,https://simeonatanasov.com/cookie-digest.html#ck-d256
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,2 June 2020,standard,in force,ISO/IEC 29184:2020 Online privacy notices and consent,"consent, other",primary,https://www.iso.org/standard/70331.html,https://simeonatanasov.com/cookie-digest.html#ck-d257
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,24 March 2020,standard,in force,Apple WebKit Intelligent Tracking Prevention and full third-party cookie blocking,"browser-signals, other",primary,https://webkit.org/blog/10218/full-third-party-cookie-blocking-and-more/,https://simeonatanasov.com/cookie-digest.html#ck-d258
Standards and frameworks,https://simeonatanasov.com/cookie-digest.html#ck-standards-and-frameworks,Standards,17 January 2019,standard,withdrawn,"W3C Tracking Preference Expression (Do Not Track), Working Group Note","browser-signals, opt-out-signals",primary,https://www.w3.org/TR/tracking-dnt/,https://simeonatanasov.com/cookie-digest.html#ck-d259
